,Survived,Pclass,_Title_,_Sex_,SibSp,Parch,Fare,Age,_HasCabin_,_Embarked_
446,1,2,2,0,0,1,19.5,13.0,0,0
447,1,1,0,1,0,0,26.55,34.0,0,0
448,1,3,2,0,2,1,19.2583,5.0,0,1
449,1,1,3,1,0,0,30.5,52.0,1,0
450,0,2,0,1,1,2,27.75,36.0,0,0
451,0,3,0,1,1,0,19.9667,29.0,0,0
452,0,1,0,1,0,0,27.75,30.0,1,1
453,1,1,0,1,1,0,89.1042,49.0,1,1
454,0,3,0,1,0,0,8.05,34.0,0,0
455,1,3,0,1,0,0,7.8958,29.0,0,1
456,0,1,0,1,0,0,26.55,65.0,1,0
457,1,1,1,0,1,0,51.8625,65.0,1,0
458,1,2,2,0,0,0,10.5,50.0,0,0
459,0,3,0,1,0,0,7.75,40.0,0,2
460,1,1,0,1,0,0,26.55,48.0,1,0
461,0,3,0,1,0,0,8.05,34.0,0,0
462,0,1,0,1,0,0,38.5,47.0,1,0
463,0,2,0,1,0,0,13.0,48.0,0,0
464,0,3,0,1,0,0,8.05,59.0,0,0
465,0,3,0,1,0,0,7.05,38.0,0,0
466,0,2,0,1,0,0,0.0,44.0,0,0
467,0,1,0,1,0,0,26.55,56.0,0,0
468,0,3,0,1,0,0,7.725,25.0,0,2
469,1,3,2,0,2,1,19.2583,0.75,0,1
470,0,3,0,1,0,0,7.25,20.0,0,0
471,0,3,0,1,0,0,8.6625,38.0,0,0
472,1,2,1,0,1,2,27.75,33.0,0,0
473,1,2,1,0,0,0,13.7917,23.0,1,1
474,0,3,2,0,0,0,9.8375,22.0,0,0
475,0,1,0,1,0,0,52.0,27.0,1,0
476,0,2,0,1,1,0,21.0,34.0,0,0
477,0,3,0,1,1,0,7.0458,29.0,0,0
478,0,3,0,1,0,0,7.5208,22.0,0,0
479,1,3,2,0,0,1,12.2875,2.0,0,0
480,0,3,4,1,5,2,46.9,9.0,0,0
481,0,2,0,1,0,0,0.0,54.0,0,0
482,0,3,0,1,0,0,8.05,50.0,0,0
483,1,3,1,0,0,0,9.5875,63.0,0,0
484,1,1,0,1,1,0,91.0792,25.0,1,1
485,0,3,2,0,3,1,25.4667,29.0,0,0
486,1,1,1,0,1,0,90.0,35.0,1,0
487,0,1,0,1,0,0,29.7,58.0,1,1
488,0,3,0,1,0,0,8.05,30.0,0,0
489,1,3,4,1,1,1,15.9,9.0,0,0
490,0,3,0,1,1,0,19.9667,21.0,0,0
491,0,3,0,1,0,0,7.25,21.0,0,0
492,0,1,0,1,0,0,30.5,55.0,1,0
493,0,1,0,1,0,0,49.5042,71.0,0,1
494,0,3,0,1,0,0,8.05,21.0,0,0
495,0,3,0,1,0,0,14.4583,26.0,0,1
496,1,1,2,0,1,0,78.2667,54.0,1,1
497,0,3,0,1,0,0,15.1,21.0,0,0
498,0,1,1,0,1,2,151.55,25.0,1,0
499,0,3,0,1,0,0,7.7958,24.0,0,0
500,0,3,0,1,0,0,8.6625,17.0,0,0
501,0,3,2,0,0,0,7.75,21.0,0,2
502,0,3,2,0,0,0,7.6292,43.0,0,2
503,0,3,2,0,0,0,9.5875,37.0,0,0
504,1,1,2,0,0,0,86.5,16.0,1,0
505,0,1,0,1,1,0,108.9,18.0,1,1
506,1,2,1,0,0,2,26.0,33.0,0,0
507,1,1,0,1,0,0,26.55,49.0,0,0
508,0,3,0,1,0,0,22.525,28.0,0,0
509,1,3,0,1,0,0,56.4958,26.0,0,0
510,1,3,0,1,0,0,7.75,29.0,0,2
511,0,3,0,1,0,0,8.05,22.0,0,0
512,1,1,0,1,0,0,26.2875,36.0,1,0
513,1,1,1,0,1,0,59.4,54.0,0,1
514,0,3,0,1,0,0,7.4958,24.0,0,0
515,0,1,0,1,0,0,34.0208,47.0,1,0
516,1,2,1,0,0,0,10.5,34.0,1,0
517,0,3,0,1,0,0,24.15,29.0,0,2
518,1,2,1,0,1,0,26.0,36.0,0,0
519,0,3,0,1,0,0,7.8958,32.0,0,0
520,1,1,2,0,0,0,93.5,30.0,1,0
521,0,3,0,1,0,0,7.8958,22.0,0,0
522,0,3,0,1,0,0,7.225,23.0,0,1
523,1,1,1,0,0,1,57.9792,44.0,1,1
524,0,3,0,1,0,0,7.2292,52.0,0,1
525,0,3,0,1,0,0,7.75,40.5,0,2
526,1,2,2,0,0,0,10.5,50.0,0,0
527,0,1,0,1,0,0,221.7792,31.0,1,0
528,0,3,0,1,0,0,7.925,39.0,0,0
529,0,2,0,1,2,1,11.5,23.0,0,0
530,1,2,2,0,1,1,26.0,2.0,0,0
531,0,3,0,1,0,0,7.2292,53.0,0,1
532,0,3,0,1,1,1,7.2292,17.0,0,1
533,1,3,1,0,0,2,22.3583,54.0,0,1
534,0,3,2,0,0,0,8.6625,30.0,0,0
535,1,2,2,0,0,2,26.25,7.0,0,0
536,0,1,3,1,0,0,26.55,45.0,1,0
537,1,1,2,0,0,0,106.425,30.0,0,1
538,0,3,0,1,0,0,14.5,61.0,0,0
539,1,1,2,0,0,2,49.5,22.0,1,1
540,1,1,2,0,0,2,71.0,36.0,1,0
541,0,3,2,0,4,2,31.275,9.0,0,0
542,0,3,2,0,4,2,31.275,11.0,0,0
543,1,2,0,1,1,0,26.0,32.0,0,0
544,0,1,0,1,1,0,106.425,50.0,1,1
545,0,1,0,1,0,0,26.0,64.0,0,0
546,1,2,1,0,1,0,26.0,19.0,0,0
547,1,2,0,1,0,0,13.8625,45.0,0,1
548,0,3,0,1,1,1,20.525,33.0,0,0
549,1,2,4,1,1,1,36.75,8.0,0,0
550,1,1,0,1,0,2,110.8833,17.0,1,1
551,0,2,0,1,0,0,26.0,27.0,0,0
552,0,3,0,1,0,0,7.8292,22.0,0,2
553,1,3,0,1,0,0,7.225,22.0,0,1
554,1,3,2,0,0,0,7.775,22.0,0,0
555,0,1,0,1,0,0,26.55,62.0,0,0
556,1,1,1,0,1,0,39.6,48.0,1,1
557,0,1,0,1,0,0,227.525,46.0,0,1
558,1,1,1,0,1,1,79.65,39.0,1,0
559,1,3,1,0,1,0,17.4,36.0,0,0
560,0,3,0,1,0,0,7.75,54.0,0,2
561,0,3,0,1,0,0,7.8958,40.0,0,0
562,0,2,0,1,0,0,13.5,28.0,0,0
563,0,3,0,1,0,0,8.05,41.0,0,0
564,0,3,2,0,0,0,8.05,22.0,0,0
565,0,3,0,1,2,0,24.15,24.0,0,0
566,0,3,0,1,0,0,7.8958,19.0,0,0
567,0,3,1,0,0,4,21.075,29.0,0,0
568,0,3,0,1,0,0,7.2292,28.0,0,1
569,1,3,0,1,0,0,7.8542,32.0,0,0
570,1,2,0,1,0,0,10.5,62.0,0,0
571,1,1,1,0,2,0,51.4792,53.0,1,0
572,1,1,0,1,0,0,26.3875,36.0,1,0
573,1,3,2,0,0,0,7.75,43.0,0,2
574,0,3,0,1,0,0,8.05,16.0,0,0
575,0,3,0,1,0,0,14.5,19.0,0,0
576,1,2,2,0,0,0,13.0,34.0,0,0
577,1,1,1,0,1,0,55.9,39.0,1,0
578,0,3,1,0,1,0,14.4583,35.0,0,1
579,1,3,0,1,0,0,7.925,32.0,0,0
580,1,2,2,0,1,1,30.0,25.0,0,0
581,1,1,1,0,1,1,110.8833,39.0,1,1
582,0,2,0,1,0,0,26.0,54.0,0,0
583,0,1,0,1,0,0,40.125,36.0,1,1
584,0,3,0,1,0,0,8.7125,58.0,0,1
585,1,1,2,0,0,2,79.65,18.0,1,0
586,0,2,0,1,0,0,15.0,47.0,0,0
587,1,1,0,1,1,1,79.2,60.0,1,1
588,0,3,0,1,0,0,8.05,22.0,0,0
589,0,3,0,1,0,0,8.05,62.0,0,0
590,0,3,0,1,0,0,7.125,35.0,0,0
591,1,1,1,0,1,0,78.2667,52.0,1,1
592,0,3,0,1,0,0,7.25,47.0,0,0
593,0,3,2,0,0,2,7.75,11.0,0,2
594,0,2,0,1,1,0,26.0,37.0,0,0
595,0,3,0,1,1,1,24.15,36.0,0,0
596,1,2,2,0,0,0,33.0,15.0,0,0
597,0,3,0,1,0,0,0.0,49.0,0,0
598,0,3,0,1,0,0,7.225,49.0,0,1
599,1,1,0,1,1,0,56.9292,49.0,1,1
600,1,2,1,0,2,1,27.0,24.0,0,0
601,0,3,0,1,0,0,7.8958,39.0,0,0
602,0,1,0,1,0,0,42.4,50.0,0,0
603,0,3,0,1,0,0,8.05,44.0,0,0
604,1,1,0,1,0,0,26.55,35.0,0,1
605,0,3,0,1,1,0,15.55,36.0,0,0
606,0,3,0,1,0,0,7.8958,30.0,0,0
607,1,1,0,1,0,0,30.5,27.0,0,0
608,1,2,1,0,1,2,41.5792,22.0,0,1
609,1,1,2,0,0,0,153.4625,40.0,1,0
610,0,3,1,0,1,5,31.275,39.0,0,0
611,0,3,0,1,0,0,7.05,35.0,0,0
612,1,3,2,0,1,0,15.5,34.0,0,2
613,0,3,0,1,0,0,7.75,55.0,0,2
614,0,3,0,1,0,0,8.05,35.0,0,0
615,1,2,2,0,1,2,65.0,24.0,0,0
616,0,3,0,1,1,1,14.4,34.0,0,0
617,0,3,1,0,1,0,16.1,26.0,0,0
618,1,2,2,0,2,1,39.0,4.0,1,0
619,0,2,0,1,0,0,10.5,26.0,0,0
620,0,3,0,1,1,0,14.4542,27.0,0,1
621,1,1,0,1,1,0,52.5542,42.0,1,0
622,1,3,0,1,1,1,15.7417,20.0,0,1
623,0,3,0,1,0,0,7.8542,21.0,0,0
624,0,3,0,1,0,0,16.1,21.0,0,0
625,0,1,0,1,0,0,32.3208,61.0,1,0
626,0,2,3,1,0,0,12.35,57.0,0,2
627,1,1,2,0,0,0,77.9583,21.0,1,0
628,0,3,0,1,0,0,7.8958,26.0,0,0
629,0,3,0,1,0,0,7.7333,21.0,0,2
630,1,1,0,1,0,0,30.0,80.0,1,0
631,0,3,0,1,0,0,7.0542,51.0,0,0
632,1,1,3,1,0,0,30.5,32.0,1,1
633,0,1,0,1,0,0,0.0,34.0,0,0
634,0,3,2,0,3,2,27.9,9.0,0,0
635,1,2,2,0,0,0,13.0,28.0,0,0
636,0,3,0,1,0,0,7.925,32.0,0,0
637,0,2,0,1,1,1,26.25,31.0,0,0
638,0,3,1,0,0,5,39.6875,41.0,0,0
639,0,3,0,1,1,0,16.1,28.0,0,0
640,0,3,0,1,0,0,7.8542,20.0,0,0
641,1,1,3,0,0,0,69.3,24.0,1,1
642,0,3,2,0,3,2,27.9,2.0,0,0
643,1,3,0,1,0,0,56.4958,47.0,0,0
644,1,3,2,0,2,1,19.2583,0.75,0,1
645,1,1,0,1,1,0,76.7292,48.0,1,1
646,0,3,0,1,0,0,7.8958,19.0,0,0
647,1,1,3,1,0,0,35.5,56.0,1,1
648,0,3,0,1,0,0,7.55,24.0,0,0
649,1,3,2,0,0,0,7.55,23.0,0,0
650,0,3,0,1,0,0,7.8958,43.0,0,0
651,1,2,2,0,0,1,23.0,18.0,0,0
652,0,3,0,1,0,0,8.4333,21.0,0,0
653,1,3,2,0,0,0,7.8292,36.0,0,2
654,0,3,2,0,0,0,6.75,18.0,0,2
655,0,2,0,1,2,0,73.5,24.0,0,0
656,0,3,0,1,0,0,7.8958,38.0,0,0
657,0,3,1,0,1,1,15.5,32.0,0,2
658,0,2,0,1,0,0,13.0,23.0,0,0
659,0,1,0,1,0,2,113.275,58.0,1,1
660,1,1,3,1,2,0,133.65,50.0,0,0
661,0,3,0,1,0,0,7.225,40.0,0,1
662,0,1,0,1,0,0,25.5875,47.0,1,0
663,0,3,0,1,0,0,7.4958,36.0,0,0
664,1,3,0,1,1,0,7.925,20.0,0,0
665,0,2,0,1,2,0,73.5,32.0,0,0
666,0,2,0,1,0,0,13.0,25.0,0,0
667,0,3,0,1,0,0,7.775,60.0,0,0
668,0,3,0,1,0,0,8.05,43.0,0,0
669,1,1,1,0,1,0,52.0,35.0,1,0
670,1,2,1,0,1,1,39.0,40.0,0,0
671,0,1,0,1,1,0,52.0,31.0,1,0
672,0,2,0,1,0,0,10.5,70.0,0,0
673,1,2,0,1,0,0,13.0,31.0,0,0
674,0,2,0,1,0,0,0.0,22.0,0,0
675,0,3,0,1,0,0,7.775,18.0,0,0
676,0,3,0,1,0,0,8.05,24.5,0,0
677,1,3,2,0,0,0,9.8417,18.0,0,0
678,0,3,1,0,1,6,46.9,43.0,0,0
679,1,1,0,1,0,1,512.3292,36.0,1,1
680,0,3,2,0,0,0,8.1375,37.0,0,2
681,1,1,0,1,0,0,76.7292,27.0,1,1
682,0,3,0,1,0,0,9.225,20.0,0,0
683,0,3,0,1,5,2,46.9,14.0,0,0
684,0,2,0,1,1,1,39.0,60.0,0,0
685,0,2,0,1,1,2,41.5792,25.0,0,1
686,0,3,0,1,4,1,39.6875,14.0,0,0
687,0,3,0,1,0,0,10.1708,19.0,0,0
688,0,3,0,1,0,0,7.7958,18.0,0,0
689,1,1,2,0,0,1,211.3375,15.0,1,0
690,1,1,0,1,1,0,57.0,31.0,1,0
691,1,3,2,0,0,1,13.4167,4.0,0,1
692,1,3,0,1,0,0,56.4958,56.0,0,0
693,0,3,0,1,0,0,7.225,25.0,0,1
694,0,1,3,1,0,0,26.55,60.0,0,0
695,0,2,0,1,0,0,13.5,52.0,0,0
696,0,3,0,1,0,0,8.05,44.0,0,0
697,1,3,2,0,0,0,7.7333,27.0,0,2
698,0,1,0,1,1,1,110.8833,49.0,1,1
699,0,3,0,1,0,0,7.65,42.0,1,0
700,1,1,1,0,1,0,227.525,18.0,1,1
701,1,1,0,1,0,0,26.2875,35.0,1,0
702,0,3,2,0,0,1,14.4542,18.0,0,1
703,0,3,0,1,0,0,7.7417,25.0,0,2
704,0,3,0,1,1,0,7.8542,26.0,0,0
705,0,2,0,1,0,0,26.0,39.0,0,0
706,1,2,1,0,0,0,13.5,45.0,0,0
707,1,1,0,1,0,0,26.2875,42.0,1,0
708,1,1,2,0,0,0,151.55,22.0,0,0
709,1,3,4,1,1,1,15.2458,5.0,0,1
710,1,1,1,0,0,0,49.5042,24.0,1,1
711,0,1,0,1,0,0,26.55,44.0,1,0
712,1,1,0,1,1,0,52.0,48.0,1,0
713,0,3,0,1,0,0,9.4833,29.0,0,0
714,0,2,0,1,0,0,13.0,52.0,0,0
715,0,3,0,1,0,0,7.65,19.0,1,0
716,1,1,2,0,0,0,227.525,38.0,1,1
717,1,2,2,0,0,0,10.5,27.0,1,0
718,0,3,0,1,0,0,15.5,63.0,0,2
719,0,3,0,1,0,0,7.775,33.0,0,0
720,1,2,2,0,0,1,33.0,6.0,0,0
721,0,3,0,1,1,0,7.0542,17.0,0,0
722,0,2,0,1,0,0,13.0,34.0,0,0
723,0,2,0,1,0,0,13.0,50.0,0,0
724,1,1,0,1,1,0,53.1,27.0,1,0
725,0,3,0,1,0,0,8.6625,20.0,0,0
726,1,2,1,0,3,0,21.0,30.0,0,0
727,1,3,2,0,0,0,7.7375,42.0,0,2
728,0,2,0,1,1,0,26.0,25.0,0,0
729,0,3,2,0,1,0,7.925,25.0,0,0
730,1,1,2,0,0,0,211.3375,29.0,1,0
731,0,3,0,1,0,0,18.7875,11.0,0,1
732,0,2,0,1,0,0,0.0,46.0,0,0
733,0,2,0,1,0,0,13.0,23.0,0,0
734,0,2,0,1,0,0,13.0,23.0,0,0
735,0,3,0,1,0,0,16.1,28.5,0,0
736,0,3,1,0,1,3,34.375,48.0,0,0
737,1,1,0,1,0,0,512.3292,35.0,1,1
738,0,3,0,1,0,0,7.8958,25.0,0,0
739,0,3,0,1,0,0,7.8958,62.0,0,0
740,1,1,0,1,0,0,30.0,58.0,1,0
741,0,1,0,1,1,0,78.85,36.0,1,0
742,1,1,2,0,2,2,262.375,21.0,1,1
743,0,3,0,1,1,0,16.1,24.0,0,0
744,1,3,0,1,0,0,7.925,31.0,0,0
745,0,1,3,1,1,1,71.0,70.0,1,0
746,0,3,0,1,1,1,20.25,16.0,0,0
747,1,2,2,0,0,0,13.0,30.0,0,0
748,0,1,0,1,1,0,53.1,19.0,1,0
749,0,3,0,1,0,0,7.75,31.0,0,2
750,1,2,2,0,1,1,23.0,4.0,0,0
751,1,3,4,1,0,1,12.475,6.0,1,0
752,0,3,0,1,0,0,9.5,33.0,0,0
753,0,3,0,1,0,0,7.8958,23.0,0,0
754,1,2,1,0,1,2,65.0,48.0,0,0
755,1,2,4,1,1,1,14.5,0.67,0,0
756,0,3,0,1,0,0,7.7958,28.0,0,0
757,0,2,0,1,0,0,11.5,18.0,0,0
758,0,3,0,1,0,0,8.05,34.0,0,0
759,1,1,3,0,0,0,86.5,33.0,1,0
760,0,3,0,1,0,0,14.5,42.0,0,0
761,0,3,0,1,0,0,7.125,41.0,0,0
762,1,3,0,1,0,0,7.2292,20.0,0,1
763,1,1,1,0,1,2,120.0,36.0,1,0
764,0,3,0,1,0,0,7.775,16.0,0,0
765,1,1,1,0,1,0,77.9583,51.0,1,0
766,0,1,3,1,0,0,39.6,69.0,0,1
767,0,3,2,0,0,0,7.75,30.5,0,2
768,0,3,0,1,1,0,24.15,33.0,0,2
769,0,3,0,1,0,0,8.3625,32.0,0,0
770,0,3,0,1,0,0,9.5,24.0,0,0
771,0,3,0,1,0,0,7.8542,48.0,0,0
772,0,2,1,0,0,0,10.5,57.0,1,0
773,0,3,0,1,0,0,7.225,39.0,0,1
774,1,2,1,0,1,3,23.0,54.0,0,0
775,0,3,0,1,0,0,7.75,18.0,0,0
776,0,3,0,1,0,0,7.75,31.0,1,2
777,1,3,2,0,0,0,12.475,5.0,0,0
778,0,3,0,1,0,0,7.7375,26.0,0,2
779,1,1,1,0,0,1,211.3375,43.0,1,0
780,1,3,2,0,0,0,7.2292,13.0,0,1
781,1,1,1,0,1,0,57.0,17.0,1,0
782,0,1,0,1,0,0,30.0,29.0,1,0
783,0,3,0,1,1,2,23.45,45.0,0,0
784,0,3,0,1,0,0,7.05,25.0,0,0
785,0,3,0,1,0,0,7.25,25.0,0,0
786,1,3,2,0,0,0,7.4958,18.0,0,0
787,0,3,4,1,4,1,29.125,8.0,0,2
788,1,3,4,1,1,2,20.575,1.0,0,0
789,0,1,0,1,0,0,79.2,46.0,1,1
790,0,3,0,1,0,0,7.75,32.0,0,2
791,0,2,0,1,0,0,26.0,16.0,0,0
792,0,3,2,0,8,2,69.55,14.0,0,0
793,0,1,0,1,0,0,30.6958,49.0,0,1
794,0,3,0,1,0,0,7.8958,25.0,0,0
795,0,2,0,1,0,0,13.0,39.0,0,0
796,1,1,3,0,0,0,25.9292,49.0,1,0
797,1,3,1,0,0,0,8.6833,31.0,0,0
798,0,3,0,1,0,0,7.2292,30.0,0,1
799,0,3,1,0,1,1,24.15,30.0,0,0
800,0,2,0,1,0,0,13.0,34.0,0,0
801,1,2,1,0,1,1,26.25,31.0,0,0
802,1,1,4,1,1,2,120.0,11.0,1,0
803,1,3,4,1,0,1,8.5167,0.42,0,1
804,1,3,0,1,0,0,6.975,27.0,0,0
805,0,3,0,1,0,0,7.775,31.0,0,0
806,0,1,0,1,0,0,0.0,39.0,1,0
807,0,3,2,0,0,0,7.775,18.0,0,0
808,0,2,0,1,0,0,13.0,39.0,0,0
809,1,1,1,0,1,0,53.1,33.0,1,0
810,0,3,0,1,0,0,7.8875,26.0,0,0
811,0,3,0,1,0,0,24.15,39.0,0,0
812,0,2,0,1,0,0,10.5,35.0,0,0
813,0,3,2,0,4,2,31.275,6.0,0,0
814,0,3,0,1,0,0,8.05,30.5,0,0
815,0,1,0,1,0,0,0.0,27.0,1,0
816,0,3,2,0,0,0,7.925,23.0,0,0
817,0,2,0,1,1,1,37.0042,31.0,0,1
818,0,3,0,1,0,0,6.45,43.0,0,0
819,0,3,4,1,3,2,27.9,10.0,0,0
820,1,1,1,0,1,1,93.5,52.0,1,0
821,1,3,0,1,0,0,8.6625,27.0,0,0
822,0,1,3,1,0,0,0.0,38.0,0,0
823,1,3,1,0,0,1,12.475,27.0,1,0
824,0,3,4,1,4,1,39.6875,2.0,0,0
825,0,3,0,1,0,0,6.95,42.0,0,2
826,0,3,0,1,0,0,56.4958,34.0,0,0
827,1,2,4,1,0,2,37.0042,1.0,0,1
828,1,3,0,1,0,0,7.75,56.0,0,2
829,1,1,1,0,0,0,80.0,62.0,1,0
830,1,3,1,0,1,0,14.4542,15.0,0,1
831,1,2,4,1,1,1,18.75,0.83,0,0
832,0,3,0,1,0,0,7.2292,56.0,0,1
833,0,3,0,1,0,0,7.8542,23.0,0,0
834,0,3,0,1,0,0,8.3,18.0,0,0
835,1,1,2,0,1,1,83.1583,39.0,1,1
836,0,3,0,1,0,0,8.6625,21.0,0,0
837,0,3,0,1,0,0,8.05,53.0,0,0
838,1,3,0,1,0,0,56.4958,32.0,0,0
839,1,1,0,1,0,0,29.7,51.0,1,1
840,0,3,0,1,0,0,7.925,20.0,0,0
841,0,2,0,1,0,0,10.5,16.0,0,0
842,1,1,2,0,0,0,31.0,30.0,0,1
843,0,3,0,1,0,0,6.4375,34.5,0,1
844,0,3,0,1,0,0,8.6625,17.0,0,0
845,0,3,0,1,0,0,7.55,42.0,0,0
846,0,3,0,1,8,2,69.55,37.0,0,0
847,0,3,0,1,0,0,7.8958,35.0,0,1
848,0,2,3,1,0,1,33.0,28.0,0,0
849,1,1,1,0,1,0,89.1042,57.0,1,1
850,0,3,4,1,4,2,31.275,4.0,0,0
851,0,3,0,1,0,0,7.775,74.0,0,0
852,0,3,2,0,1,1,15.2458,9.0,0,1
853,1,1,2,0,0,1,39.4,16.0,1,0
854,0,2,1,0,1,0,26.0,44.0,0,0
855,1,3,1,0,0,1,9.35,18.0,0,0
856,1,1,1,0,1,1,164.8667,45.0,0,0
857,1,1,0,1,0,0,26.55,51.0,1,0
858,1,3,1,0,0,3,19.2583,24.0,0,1
859,0,3,0,1,0,0,7.2292,20.0,0,1
860,0,3,0,1,2,0,14.1083,41.0,0,0
861,0,2,0,1,1,0,11.5,21.0,0,0
862,1,1,1,0,0,0,25.9292,48.0,1,0
863,0,3,2,0,8,2,69.55,24.0,0,0
864,0,2,0,1,0,0,13.0,24.0,0,0
865,1,2,1,0,0,0,13.0,42.0,0,0
866,1,2,2,0,1,0,13.8583,27.0,0,1
867,0,1,0,1,0,0,50.4958,31.0,1,0
868,0,3,0,1,0,0,9.5,57.0,0,0
869,1,3,4,1,1,1,11.1333,4.0,0,0
870,0,3,0,1,0,0,7.8958,26.0,0,0
871,1,1,1,0,1,1,52.5542,47.0,1,0
872,0,1,0,1,0,0,5.0,33.0,1,0
873,0,3,0,1,0,0,9.0,47.0,0,0
874,1,2,1,0,1,0,24.0,28.0,0,1
875,1,3,2,0,0,0,7.225,15.0,0,1
876,0,3,0,1,0,0,9.8458,20.0,0,0
877,0,3,0,1,0,0,7.8958,19.0,0,0
878,0,3,0,1,0,0,7.8958,25.0,0,0
879,1,1,1,0,0,1,83.1583,56.0,1,1
880,1,2,1,0,0,1,26.0,25.0,0,0
881,0,3,0,1,0,0,7.8958,33.0,0,0
882,0,3,2,0,0,0,10.5167,22.0,0,0
883,0,2,0,1,0,0,10.5,28.0,0,0
884,0,3,0,1,0,0,7.05,25.0,0,0
885,0,3,1,0,0,5,29.125,39.0,0,2
886,0,2,3,1,0,0,13.0,27.0,0,0
887,1,1,2,0,0,0,30.0,19.0,1,0
888,0,3,2,0,1,2,23.45,21.0,0,0
889,1,1,0,1,0,0,30.0,26.0,1,1
890,0,3,0,1,0,0,7.75,32.0,0,2
